DocId,Namespace,Type,Member,Site,linux,osx,win
M:System.Management.MethodDataCollection.get_SyncRoot,System.Management,MethodDataCollection,get_SyncRoot(),M:System.Management.MethodDataCollection.get_SyncRoot,X,X,
M:System.Management.MethodDataCollection.GetEnumerator,System.Management,MethodDataCollection,GetEnumerator(),M:System.Management.MethodDataCollection.GetEnumerator,X,X,
M:System.Management.MethodDataCollection.Remove(System.String),System.Management,MethodDataCollection,Remove(String),M:System.Management.MethodDataCollection.Remove(System.String),X,X,
M:System.Management.MethodDataCollection.System#Collections#IEnumerable#GetEnumerator,System.Management,MethodDataCollection,System.Collections.IEnumerable.GetEnumerator(),M:System.Management.MethodDataCollection.System#Collections#IEnumerable#GetEnumerator,X,X,
M:System.Management.MethodDataCollection.MethodDataEnumerator.get_Current,System.Management,MethodDataCollection+MethodDataEnumerator,get_Current(),M:System.Management.MethodDataCollection.MethodDataEnumerator.get_Current,X,X,
M:System.Management.MethodDataCollection.MethodDataEnumerator.MoveNext,System.Management,MethodDataCollection+MethodDataEnumerator,MoveNext(),M:System.Management.MethodDataCollection.MethodDataEnumerator.MoveNext,X,X,
M:System.Management.MethodDataCollection.MethodDataEnumerator.Reset,System.Management,MethodDataCollection+MethodDataEnumerator,Reset(),M:System.Management.MethodDataCollection.MethodDataEnumerator.Reset,X,X,
M:System.Management.MethodDataCollection.MethodDataEnumerator.System#Collections#IEnumerator#get_Current,System.Management,MethodDataCollection+MethodDataEnumerator,System.Collections.IEnumerator.get_Current(),M:System.Management.MethodDataCollection.MethodDataEnumerator.System#Collections#IEnumerator#get_Current,X,X,
M:System.Management.ObjectGetOptions.#ctor,System.Management,ObjectGetOptions,.ctor(),M:System.Management.ObjectGetOptions.#ctor,X,X,
M:System.Management.ObjectGetOptions.#ctor(System.Management.ManagementNamedValueCollection),System.Management,ObjectGetOptions,.ctor(ManagementNamedValueCollection),M:System.Management.ObjectGetOptions.#ctor(System.Management.ManagementNamedValueCollection),X,X,
"M:System.Management.ObjectGetOptions.#ctor(System.Management.ManagementNamedValueCollection,System.TimeSpan,System.Boolean)",System.Management,ObjectGetOptions,".ctor(ManagementNamedValueCollection, TimeSpan, Boolean)","M:System.Management.ObjectGetOptions.#ctor(System.Management.ManagementNamedValueCollection,System.TimeSpan,System.Boolean)",X,X,
M:System.Management.ObjectGetOptions.Clone,System.Management,ObjectGetOptions,Clone(),M:System.Management.ObjectGetOptions.Clone,X,X,
M:System.Management.ObjectGetOptions.get_UseAmendedQualifiers,System.Management,ObjectGetOptions,get_UseAmendedQualifiers(),M:System.Management.ObjectGetOptions.get_UseAmendedQualifiers,X,X,
M:System.Management.ObjectGetOptions.set_UseAmendedQualifiers(System.Boolean),System.Management,ObjectGetOptions,set_UseAmendedQualifiers(Boolean),M:System.Management.ObjectGetOptions.set_UseAmendedQualifiers(System.Boolean),X,X,
M:System.Management.ObjectPutEventArgs.get_Path,System.Management,ObjectPutEventArgs,get_Path(),M:System.Management.ObjectPutEventArgs.get_Path,X,X,
M:System.Management.ObjectQuery.#ctor,System.Management,ObjectQuery,.ctor(),M:System.Management.ObjectQuery.#ctor,X,X,
M:System.Management.ObjectQuery.#ctor(System.String),System.Management,ObjectQuery,.ctor(String),M:System.Management.ObjectQuery.#ctor(System.String),X,X,
"M:System.Management.ObjectQuery.#ctor(System.String,System.String)",System.Management,ObjectQuery,".ctor(String, String)","M:System.Management.ObjectQuery.#ctor(System.String,System.String)",X,X,
M:System.Management.ObjectQuery.Clone,System.Management,ObjectQuery,Clone(),M:System.Management.ObjectQuery.Clone,X,X,
M:System.Management.ObjectReadyEventArgs.get_NewObject,System.Management,ObjectReadyEventArgs,get_NewObject(),M:System.Management.ObjectReadyEventArgs.get_NewObject,X,X,
M:System.Management.ProgressEventArgs.get_Current,System.Management,ProgressEventArgs,get_Current(),M:System.Management.ProgressEventArgs.get_Current,X,X,
M:System.Management.ProgressEventArgs.get_Message,System.Management,ProgressEventArgs,get_Message(),M:System.Management.ProgressEventArgs.get_Message,X,X,
M:System.Management.ProgressEventArgs.get_UpperBound,System.Management,ProgressEventArgs,get_UpperBound(),M:System.Management.ProgressEventArgs.get_UpperBound,X,X,
M:System.Management.PropertyData.get_IsArray,System.Management,PropertyData,get_IsArray(),M:System.Management.PropertyData.get_IsArray,X,X,
M:System.Management.PropertyData.get_IsLocal,System.Management,PropertyData,get_IsLocal(),M:System.Management.PropertyData.get_IsLocal,X,X,
M:System.Management.PropertyData.get_Name,System.Management,PropertyData,get_Name(),M:System.Management.PropertyData.get_Name,X,X,
M:System.Management.PropertyData.get_Origin,System.Management,PropertyData,get_Origin(),M:System.Management.PropertyData.get_Origin,X,X,
M:System.Management.PropertyData.get_Qualifiers,System.Management,PropertyData,get_Qualifiers(),M:System.Management.PropertyData.get_Qualifiers,X,X,
M:System.Management.PropertyData.get_Type,System.Management,PropertyData,get_Type(),M:System.Management.PropertyData.get_Type,X,X,
M:System.Management.PropertyData.get_Value,System.Management,PropertyData,get_Value(),M:System.Management.PropertyData.get_Value,X,X,
M:System.Management.PropertyData.set_Value(System.Object),System.Management,PropertyData,set_Value(Object),M:System.Management.PropertyData.set_Value(System.Object),X,X,
"M:System.Management.PropertyDataCollection.Add(System.String,System.Management.CimType,System.Boolean)",System.Management,PropertyDataCollection,"Add(String, CimType, Boolean)","M:System.Management.PropertyDataCollection.Add(System.String,System.Management.CimType,System.Boolean)",X,X,
"M:System.Management.PropertyDataCollection.Add(System.String,System.Object)",System.Management,PropertyDataCollection,"Add(String, Object)","M:System.Management.PropertyDataCollection.Add(System.String,System.Object)",X,X,
"M:System.Management.PropertyDataCollection.Add(System.String,System.Object,System.Management.CimType)",System.Management,PropertyDataCollection,"Add(String, Object, CimType)","M:System.Management.PropertyDataCollection.Add(System.String,System.Object,System.Management.CimType)",X,X,
"M:System.Management.PropertyDataCollection.CopyTo(System.Array,System.Int32)",System.Management,PropertyDataCollection,"CopyTo(Array, Int32)","M:System.Management.PropertyDataCollection.CopyTo(System.Array,System.Int32)",X,X,
"M:System.Management.PropertyDataCollection.CopyTo(System.Management.PropertyData[],System.Int32)",System.Management,PropertyDataCollection,"CopyTo(PropertyData[], Int32)","M:System.Management.PropertyDataCollection.CopyTo(System.Management.PropertyData[],System.Int32)",X,X,
M:System.Management.PropertyDataCollection.get_Count,System.Management,PropertyDataCollection,get_Count(),M:System.Management.PropertyDataCollection.get_Count,X,X,
M:System.Management.PropertyDataCollection.get_IsSynchronized,System.Management,PropertyDataCollection,get_IsSynchronized(),M:System.Management.PropertyDataCollection.get_IsSynchronized,X,X,
M:System.Management.PropertyDataCollection.get_Item(System.String),System.Management,PropertyDataCollection,get_Item(String),M:System.Management.PropertyDataCollection.get_Item(System.String),X,X,
M:System.Management.PropertyDataCollection.get_SyncRoot,System.Management,PropertyDataCollection,get_SyncRoot(),M:System.Management.PropertyDataCollection.get_SyncRoot,X,X,
M:System.Management.PropertyDataCollection.GetEnumerator,System.Management,PropertyDataCollection,GetEnumerator(),M:System.Management.PropertyDataCollection.GetEnumerator,X,X,
M:System.Management.PropertyDataCollection.Remove(System.String),System.Management,PropertyDataCollection,Remove(String),M:System.Management.PropertyDataCollection.Remove(System.String),X,X,
M:System.Management.PropertyDataCollection.System#Collections#IEnumerable#GetEnumerator,System.Management,PropertyDataCollection,System.Collections.IEnumerable.GetEnumerator(),M:System.Management.PropertyDataCollection.System#Collections#IEnumerable#GetEnumerator,X,X,
M:System.Management.PropertyDataCollection.PropertyDataEnumerator.get_Current,System.Management,PropertyDataCollection+PropertyDataEnumerator,get_Current(),M:System.Management.PropertyDataCollection.PropertyDataEnumerator.get_Current,X,X,
M:System.Management.PropertyDataCollection.PropertyDataEnumerator.MoveNext,System.Management,PropertyDataCollection+PropertyDataEnumerator,MoveNext(),M:System.Management.PropertyDataCollection.PropertyDataEnumerator.MoveNext,X,X,
M:System.Management.PropertyDataCollection.PropertyDataEnumerator.Reset,System.Management,PropertyDataCollection+PropertyDataEnumerator,Reset(),M:System.Management.PropertyDataCollection.PropertyDataEnumerator.Reset,X,X,
M:System.Management.PropertyDataCollection.PropertyDataEnumerator.System#Collections#IEnumerator#get_Current,System.Management,PropertyDataCollection+PropertyDataEnumerator,System.Collections.IEnumerator.get_Current(),M:System.Management.PropertyDataCollection.PropertyDataEnumerator.System#Collections#IEnumerator#get_Current,X,X,
M:System.Management.PutOptions.#ctor,System.Management,PutOptions,.ctor(),M:System.Management.PutOptions.#ctor,X,X,
M:System.Management.PutOptions.#ctor(System.Management.ManagementNamedValueCollection),System.Management,PutOptions,.ctor(ManagementNamedValueCollection),M:System.Management.PutOptions.#ctor(System.Management.ManagementNamedValueCollection),X,X,
"M:System.Management.PutOptions.#ctor(System.Management.ManagementNamedValueCollection,System.TimeSpan,System.Boolean,System.Management.PutType)",System.Management,PutOptions,".ctor(ManagementNamedValueCollection, TimeSpan, Boolean, PutType)","M:System.Management.PutOptions.#ctor(System.Management.ManagementNamedValueCollection,System.TimeSpan,System.Boolean,System.Management.PutType)",X,X,
M:System.Management.PutOptions.Clone,System.Management,PutOptions,Clone(),M:System.Management.PutOptions.Clone,X,X,
M:System.Management.PutOptions.get_Type,System.Management,PutOptions,get_Type(),M:System.Management.PutOptions.get_Type,X,X,
M:System.Management.PutOptions.get_UseAmendedQualifiers,System.Management,PutOptions,get_UseAmendedQualifiers(),M:System.Management.PutOptions.get_UseAmendedQualifiers,X,X,
M:System.Management.PutOptions.set_Type(System.Management.PutType),System.Management,PutOptions,set_Type(PutType),M:System.Management.PutOptions.set_Type(System.Management.PutType),X,X,
M:System.Management.PutOptions.set_UseAmendedQualifiers(System.Boolean),System.Management,PutOptions,set_UseAmendedQualifiers(Boolean),M:System.Management.PutOptions.set_UseAmendedQualifiers(System.Boolean),X,X,
M:System.Management.QualifierData.get_IsAmended,System.Management,QualifierData,get_IsAmended(),M:System.Management.QualifierData.get_IsAmended,X,X,
M:System.Management.QualifierData.get_IsLocal,System.Management,QualifierData,get_IsLocal(),M:System.Management.QualifierData.get_IsLocal,X,X,
M:System.Management.QualifierData.get_IsOverridable,System.Management,QualifierData,get_IsOverridable(),M:System.Management.QualifierData.get_IsOverridable,X,X,
M:System.Management.QualifierData.get_Name,System.Management,QualifierData,get_Name(),M:System.Management.QualifierData.get_Name,X,X,
M:System.Management.QualifierData.get_PropagatesToInstance,System.Management,QualifierData,get_PropagatesToInstance(),M:System.Management.QualifierData.get_PropagatesToInstance,X,X,
M:System.Management.QualifierData.get_PropagatesToSubclass,System.Management,QualifierData,get_PropagatesToSubclass(),M:System.Management.QualifierData.get_PropagatesToSubclass,X,X,
M:System.Management.QualifierData.get_Value,System.Management,QualifierData,get_Value(),M:System.Management.QualifierData.get_Value,X,X,
